商品名,価格,url,説明文,Jancode
CD / すとぷり / すとろべりーねくすとっ! (初回限定ボイスドラマCD盤) / STPR-9012,2851,https://item.rakuten.co.jp/surprise-web/aznstpr-9012/,"すとろべりーねくすとっ! (初回限定ボイスドラマCD盤)すとぷりストプリ すとぷり,発売日 : 2020年1月15日,種別 : CD,JAN : 4988031369012,商品番号 : STPR-9012【商品紹介】2019年7月3日に発売された1stフルアルバム『すとろべりーらぶっ!』がオリコン週間アルバムランキング1位を飾った(すとぷり)のセカンドフルアルバムが、いちごの日にリリース決定!2020年3月はナゴヤドームでのワンマンも決定しており、今年も(すとぷり)から目が離せないっ!【収録内容】CD:11.ストロベリー☆プラネット!2.ギンギラ銀河3.アモーレ・ミオ4.Next Stage!!5.Now and Forever6.Party Light7.忍恋8.溶解ウォッチ9.遊獣浮男ボーイ10.脳内ピエロ11.咲かせて恋の1・2・3!12.ヒカリユメ13.LOOK UP14.タラレバ15.好きでいてくれていいよ16.革命前夜CD:21.私立すとぷり学園!恋する私の王子達...のはずだった。",4988031369012
すとぷり 2021 Summer オフィシャルグッズ すとぷりあくきー (2021夏ver.!!／さとみ) すとろべりーぷりんす アクリルキーホルダー キーホルダー アクキー,1600,https://item.rakuten.co.jp/yamamoridou/0649-011032/,商品情報 商品の説明 すとぷり 2021 Summer オフィシャルグッズ すとぷりあくきー (2021夏ver.!!／さとみ) 主な仕様 【サイズ】全長7cm前後 【素材】アクリル、鉄,
すとぷり すとめも9 莉犬 莉犬くん アクキー アクリルキーホルダー すとろべりーめもりー9 すとろべりーぷりんす,2694,https://item.rakuten.co.jp/2bv-direct/4926502156325/,◆商品名：すとぷり すとめも9 莉犬 莉犬くん アクキー アクリルキーホルダー すとろべりーめもりー9 すとろべりーぷりんす サイズ：約6.5cm 公式の袋に入っています。（裏面バーコードあり）,
■■すとぷり／すとろべりーねくすとっ！＜2CD＞（初回限定ボイスドラマCD盤)20200115,3300,https://item.rakuten.co.jp/wondergoo/4988031369012/,こちらはメーカーからのお取り寄せ商品となります。ご注文のタイミングによっては、メーカー都合により表記されている日数よりも遅くなる場合、商品をご用意できない場合もございます。入荷の見込みがないことが確認された場合や、ご注文後40日前後を経過しても入荷がない場合は、取り寄せ手配を終了し、この商品をキャンセルとさせていただきます。※納期が「発売日お届け」ではない商品は、初回特典なし／予約特典なしが基本となります。お届け商品の仕様に関連するお問い合わせは承れません。あらかじめご了承ください。発売日：20200115商品番号：STPR-90122020年01月15日発売,
ぴーまる。Diary！！　 P丸様 ななもり Sunny すとぷり ファンブック【メール便を選択の場合送料無料】,2200,https://item.rakuten.co.jp/ablemart/9784845636815/,ななもり。 P丸様。メーカー:STPR BOOKSISBN:9784845636815B5変 112ページYouTubeやTikTok等で活動をしているマルチエンターテイナー！P丸様。企画、イラスト、動画編集、キャラクターボイスまで、すべて自分で行っているアニメ動画などが話題となり、現在、自身のTikTokフォロワー数は100万人を越え、YouTubeチャンネル登録者数は195万人、動画総再生数は11億回を突破！2021年3月に発売した、初のアルバム『Sunny!!』の収録曲である「シル・ヴ・プレジデント」が多くの動画などで使われ、TikTokの楽曲ランキングで6度首位を飾るなど注目を集めています！そんなP丸様。の新しいファンブック『ぴーまる。Daiary!!』では、本誌のための描き下ろしイラストの他、動画でお馴染みのキャラクターたちが登場する完全描き下ろしのオリジナル漫画を多数収録！さらに、1stフルアルバム『Sunny!!』収録曲への本人のコメントなど、全112ページに渡ってお届けいたします。■著者についてななもり。（企画・プロデュース）YouTubeやツイキャス、TikTok等、ネットを中心に活動している6人組エンタメユニット「すとぷり」のリーダー。活動の総合プロデュースを手掛けている。■P丸様。動画配信サイトを中心に活動を行う マルチエンターテイナー 。オリジナルキャラクターによるアニメ動画やアーティスト活動を展開。2021年はオリジナル曲「シル・ヴ・プレジデント」が動画で多数使われ、一躍注目の存在に。TikTokフォロワー数は100万人、YouTubeチャンネル登録者数は195万人を超える。,9784845636815
CD / すとぷり / Strawberry Prince (通常盤) / STPR-1009,2750,https://item.rakuten.co.jp/surprise-2/aznstpr-1009/,"Strawberry Prince (通常盤)すとぷりストプリ すとぷり,発売日 : 2020年11月11日,種別 : CD,JAN : 4988031402832,商品番号 : STPR-1009【商品紹介】動画総再生数23億回(※メンバーのYouTube公式チャンネルを含む総再生数)を突破!連日Twitterのトレンドを賑わせる、大人気動画配信エンタメユニット”すとぷり”待望の3rd FULL ALBUMが登場!テレビ東京系TVアニメ『妖怪学園Y 〜Nとの遭遇〜』オープニングテーマ「大宇宙ランデブー」やツイキャスキャンペーンソング「Streamer」のほか、「マブシガリヤ」「スキスキ星人」などを収録。【収録内容】CD:11.Streamer2.スキスキ星人3.Very4.大宇宙ランデブー5.ストロベリー・レボリューション6.STRIKE the PRISON!!7.ドラマチックのアンチ8.Night of Fantastic9.じゃむじゃむシグナル10.マブシガリヤ11.四季12.エンキョリクライ。13.チェキラ☆14.レベリング15.Trick or Prince16.スピール17.向こうへ18.ハジメテキミと19.Feel Free!20.Prince",4988031402832
すとぷり 2021 NEW YEAR オフィシャルグッズ すとぷりあくきー (2021ぷりんすver. 莉犬),2837,https://item.rakuten.co.jp/ousamanomarche/4938107890181/,◆商品名：すとぷり 2021 NEW YEAR オフィシャルグッズ すとぷりあくきー (2021ぷりんすver. 莉犬) 【全長】約7.3cm 【素材】 アクリル、鉄 すとぷり 2021 NEW YEAR オフィシャルグッズ すとぷりあくきー (2021ぷりんすver. 莉犬),
すとろべりーねくすとっ![CD] [DVD付初回限定ライブ映像盤B] / すとぷり,2970,https://item.rakuten.co.jp/neowing-r/stpr-9011/,【メール便のご利用条件】・商品同梱は2点まで・商品重量合計800g未満ご注文前に必ずご確認ください＜内容＞2019年7月3日に発売された1stフルアルバム『すとろべりーらぶっ!』がオリコン週間アルバムランキング1位を飾った”すとぷり”のセカンドフルアルバムが、いちごの日にリリース決定! 制作陣には、HoneyWorksや、ナユタン星人、DECO*27、れるりり も起用。2019年12月27日放送開始の妖怪ウォッチ新シリーズ「妖怪学園Y〜Nとの遭遇〜」オープニングテーマ「ギンギラ銀河」も収録。初回限定ライブ映像盤Bには、2019年9月に実施されたメットライフドームでのワンマンライブから選りすぐりの信号機組ライブ映像1曲を含む全3曲収録予定。 [レーベル名] STPR Records 【ご注意】イベント詳細はオフィシャルホームページにてご確認下さい。発売日直後に行われる握手会・イベント応募等をされる場合、出来るだけ配達方法は「宅急便 (発送完了日の翌日・翌々日お届け)」をご利用下さい。「ゆうメール」は、発送完了からお届けまでに2-4日ほどお時間を要しますのでご注意下さい。ご注文は注文書ごとの【一括発送】となります。他の商品とご注文される場合は、発売日等をご確認下さい。＜収録曲＞ストロベリー☆プラネット!ギンギラ銀河アモーレ・ミオNext Stage!!Now and ForeverParty Light忍恋 (ななもり。×ジェル)溶解ウォッチ (莉犬×るぅと)遊獣浮男ボーイ (さとみ×ころん)脳内ピエロ (ななもり。×ジェル×さとみ)咲かせて恋の1・2・3! (莉犬×るぅと×ころん)ヒカリユメLOOK UPタラレバ好きでいてくれていいよ革命前夜[DVD: 2019.9.23「すとろべりーめもりーvol.10」Live at メットライフドーム] GO GO CRAZY[DVD: 2019.9.23「すとろべりーめもりーvol.10」Live at メットライフドーム] 道標[DVD: 2019.9.23「すとろべりーめもりーvol.10」Live at メットライフドーム] おかえりらぶっ![DVD: 2019.9.23「すとろべりーめもりーvol.10」Live at メットライフドーム] すとろべりーめもりーvol.10 ダイジェスト＜アーティスト／キャスト＞すとぷり(演奏者)＜商品詳細＞商品番号：STPR-9011Sutopuri / Strawberry Next! [w/ Live DVD (B) Limited Edition]メディア：CD重量：139g発売日：2020/01/15JAN：4988031369005すとろべりーねくすとっ![CD] [DVD付初回限定ライブ映像盤B] / すとぷり2020/01/15発売,4988031369005
すとぷり すとろべりーめもりーvol. Next!! 公式グッズ すとぷりいちごペンライト,7659,https://item.rakuten.co.jp/wantanarshop/4924500981024/,◆商品名：すとぷり すとろべりーめもりーvol. Next!! 公式グッズ すとぷりいちごペンライト 単4電池×3本使用 全長：約20cm すとぷり すとろべりーめもりーvol.Next!! 公式グッズ すとぷりいちごペンライト,
すとぷり / すとろべりーらぶっ!（通常盤） [CD],2280,https://item.rakuten.co.jp/mifsoft/stpr-1001/,詳しい納期他、ご注文時はお支払・送料・返品のページをご確認ください発売日2019/7/3すとぷり / すとろべりーらぶっ!（通常盤） ジャンル 邦楽J-POP 関連キーワード すとぷりSTPR Records歌い手、ツイキャス主、ゲーム実況者などの動画配信をメインに活動している、様々なジャンルから集まった6人で活動しているネットアイドルグループ”すとぷり（すとろべりーぷりんす）”。結成後、着々と再生数を伸ばし中高生中心に絶大なる支持をあつめる。また、ライブ・イベントなど幅広く展開をみせ精力的に活動をみせる。本作は、ファーストフルアルバムをリリース。完全オリジナル曲が収録された魅力詰まった作品に仕上がっている。通常盤関連商品すとぷり CD 種別 CD JAN 4988031338605 販売元 ユニバーサル ミュージック登録日2019/05/07,4988031338605
さとみめもりー（STPR BOOKS） / さとみ (すとぷり) 【本】,2200,https://item.rakuten.co.jp/hmvjapan/12074448/,"基本情報ジャンルアート・エンタメフォーマット本出版社STPRBOOKS発売日2021年08月ISBN9784845636655発売国日本サイズ・ページ110p,24×19cm関連キーワード サトミ 9784845636655 出荷目安の詳細はこちら＞＞楽天市場内検索 『在庫あり』表記について内容詳細 企画・プロデュースななもり,著者さとみ×ななもり。SNSフォローワー累計400万人超え!YouTube、ツイキャス、TikTokなど、ネットを中心に活動している「さとみ」初の公式ファンブックが登場!エンタメユニット「すとぷり」に入るまでのことや、これからの夢、リスナーさんへの想いなど、今のさとみをすべて詰め込んだ一冊!本誌のための貴重な撮り下ろしや、イラスト紹介に加え、1stミニアルバム「Memories」収録曲についての本人コメントなど、全112ページに渡ってお届けします。■著者についてななもり。（企画・プロデュース）YouTubeやツイキャス、TikTok等、ネットを中心に活動している6人組エンタメユニット「すとぷり」のリーダー。活動の総合プロデュースを手掛けている。さとみ「すとぷり」のメンバーでピンク色担当。自身のSNSフォロワー累計400万人を突破！YouTubeでは巧みなゲームセンスを生かした実況動画を毎日投稿中！2019年9月に発売した1stミニアルバム『Memories』が、オリコンデイリーアルバムランキング1位に！",9784845636655
